Go.	Va !
The suitcase contained nothing but dirty clothes.	La valise ne contenait rien d'autre que des vêtements sales.
The suspect was holed up in an abandoned factory.	Le suspect était réfugié dans une usine abandonnée.
The thermometer says it's thirty degrees in here.	Le thermomètre indique qu'il fait trente degrés là-dedans.
The time has come when I must tell you the truth.	Il est temps pour moi de te dire la vérité.
The tree was felled with one hard blow of his ax.	L'arbre fut abattu d'un seul fort coup de sa hache.
The weather forecast is not necessarily reliable.	Les prévisions météo ne sont pas nécessairement fiables.
The weather was so cold that the lake froze over.	Le temps était si froid que le lac gela.
The whole neighborhood was surprised at the news.	Tout le voisinage fut surpris par cette nouvelle.
There are a few apples on the tree, aren't there?	Il y a quelques pommes sur cet arbre, n'est-ce pas ?
There are a lot of beautiful roses in our garden.	Il y a beaucoup de jolies roses dans notre jardin.
There are a number of nice restaurants near here.	Il y a de nombreux restaurants sympathiques près d'ici.
There are more stars in the sky than I can count.	Il y a plus d'étoiles dans le ciel que je ne peux en compter.
There are seven men and four women in my section.	Il y a sept hommes et quatre femmes dans ma section.
There is a strong bond of affection between them.	Il y a un fort lien d'affection entre eux.
There is an urgent need for better communication.	Il y a un besoin urgent de meilleure communication.
There is little, if any, hope of his being alive.	Il a peu d'espoirs, si ce n'est aucun, qu'il soit en vie.
There is nothing that can't be bought with money.	Il n'y a rien que l'argent ne puisse acheter.
There isn't much butter left in the refrigerator.	Il ne reste plus beaucoup de beurre dans le frigo.
There was a Brazilian girl in my class last year.	Il y avait une brésilienne dans ma classe l'année dernière.
There was a car accident near here, wasn't there?	Il y a eu un accident de voiture près d'ici, n'est-ce pas?
There wasn't much news in last night's newspaper.	Il n'y avait pas beaucoup de nouvelles dans le journal de la nuit dernière.
There were three empty wine bottles on the table.	Il y avait trois bouteilles de vin vides sur la table.
There's a policeman outside who wants to see you.	Il y a un policier dehors qui veut vous voir.
There's no need to hurry. We have plenty of time.	Il n'est pas nécessaire de se presser. Nous disposons de plein de temps.
There's no need to panic. There's plenty of time.	Pas besoin de paniquer. Il reste beaucoup de temps.
There's not enough light in this room for sewing.	Il n'y a pas assez de lumière dans cette pièce pour coudre.
There's really no reason for you to go to Boston.	Il n'y a vraiment aucune raison pour toi d'aller à Boston.
There's really no reason for you to go to Boston.	Il n'y a vraiment aucune raison pour vous d'aller à Boston.
There's something I'd like you to take a look at.	Il y a quelque chose que je voudrais vous montrer.
These are just routine questions we ask everyone.	Ce sont juste des questions de routine que nous posons à tout le monde.
These problems will be solved in the near future.	Ces problèmes seront résolus dans un proche avenir.
They are collecting contributions for the church.	Ils collectent des dons pour l'église.
They are hardly likely to come at this late hour.	Il est très peu probable qu'ils viennent à cette heure tardive.
They are used to the humid climate of the summer.	Ils sont accoutumés au climat humide de l'été.
They came up with a plan after a long discussion.	Ils ont imaginé un plan après une longue discussion.
They dug through the mountain and built a tunnel.	Ils creusèrent à travers la montagne et construisirent un tunnel.
They know the importance of protecting the earth.	Ils connaissent l'importance de protéger la terre.
They might pay me more if I could use a computer.	Il se pourrait qu'ils me paient plus si je savais utiliser un ordinateur.
They say that you never get over your first love.	On dit qu'on ne se remet jamais de son premier amour.
They were transferred from one office to another.	Ils étaient renvoyés d'un bureau à l'autre.
They will tear down the old building in two days.	Ils vont démolir le vieux bâtiment en deux jours.
This book hasn't yet been translated into French.	Ce livre n'a pas encore été traduit en français.
This book hasn't yet been translated into French.	Cet ouvrage n'a pas encore été traduit en français.
This book is much more interesting than that one.	Ce livre-ci est bien plus intéressant que celui-là.
This flower is the most beautiful of all flowers.	Cette fleur est la plus belle de toutes les fleurs.
This investment is the opportunity of a lifetime.	Ce placement est l'occasion d'une vie.
This is an institution for the criminally insane.	C'est une institution pour les fous criminels.
This is by far the tallest building in this city.	C'est de loin le plus haut bâtiment de cette ville.
This is the largest temple that I have ever seen.	C'est le plus grand temple que j'ai jamais vu.
This is the most interesting book I've ever read.	C'est le livre le plus intéressant que j'aie jamais lu.
This is the pen that he signed the document with.	C'est le stylo avec lequel il a signé le document.
This one's crowded, so let's take the next train.	Celui-ci est bondé, prenons donc le train suivant.
This part of the library is closed to the public.	Cette zone de la bibliothèque est fermée au public.
This rug was made without the use of child labor.	Ce tapis est confectionné sans employer d'enfants.
This story is far more interesting than that one.	Cette histoire-ci est bien plus intéressante que celle-là.
This tastes a lot better than what I usually eat.	Ça a bien meilleur goût que ce que je bouffe d'habitude.
This will be one of the best memories of my life.	Ça sera l'un des meilleurs souvenirs de ma vie.
To make a long story short, everything went fine.	En un mot, tout s'est bien passé.
To tell the truth, I'm not in favor of it at all.	À dire vrai, je n'approuve pas du tout.
Today, many people worry about losing their jobs.	De nos jours, beaucoup de personnes craignent de perdre leur emploi.
Tom always drinks his coffee black with no sugar.	Tom prend toujours son café noir et sans sucre.
Tom always walks to school when it isn't raining.	Tom va toujours à l'école à pied quand il ne pleut pas.
Tom and I usually talked to each other in French.	Tom et moi nous parlons généralement en français.
Tom and Mary both left the room at the same time.	Tom et Mary ont tous les deux quitté la pièce au même moment.
Tom and Mary have adopted a minimalist lifestyle.	Tom et Marie ont adopté un mode de vie minimaliste.
Tom and Mary have different philosophies of life.	Tom et Marie ont des philosophies de vie différentes.
Tom and Mary spent the night out under the stars.	Tom et Marie ont passé la nuit à la belle étoile.
Tom asked Mary to go out to have dinner with him.	Tom a demandé à Marie de sortir pour dîner avec lui.
Tom asked Mary whether she'd like to go shopping.	Tom a demandé à Mary si elle aimerait aller faire les courses.
Tom asked Mary whether she'd like to go shopping.	Tom a demandé à Mary si elle aimerait aller faire du shopping.
Tom couldn't afford to buy the bicycle he wanted.	Tom ne pouvait pas se permettre d'acheter le vélo qu'il voulait.
Tom didn't know how to say "thank you" in French.	Tom ne savait pas comment dire "merci" en français.
Tom didn't know where Mary had put her suitcases.	Tom ne savait pas où Marie avait mis ses valises.
Tom didn't think he's ever get used to Thai food.	Tom ne pensait pas s'habituer à la nourriture thaïlandaise un jour.
Tom didn't think that anyone would recognize him.	Tom ne pensait pas que quiconque puisse le reconnaître.
Tom didn't want to come here, but he came anyway.	Tom ne voulait pas venir ici mais il est tout de même venu.
Tom doesn't have enough time for a cup of coffee.	Tom n'a pas le temps de prendre un café.
Tom doesn't know where Mary learned how to drive.	Tom ne sait pas où Mary a appris à conduire.
Tom doesn't spend much time thinking about money.	Tom ne passe pas beaucoup de temps à penser à l'argent.
Tom doesn't think I'm interested in what he does.	Tom ne pense pas que je sois intéressée par ce qu'il fait.
Tom doesn't want Mary to go anywhere without him.	Tom veut que Marie n'aille nulle part sans lui.
Tom doesn't want to go to such a dangerous place.	Tom ne veut pas aller dans un endroit aussi dangereux.
